text,sentiment
"Via the agreement , Ramirent will expand the range of equipment and services it delivers to Destia , Ramirent Finland 's managing director Kari Aulasmaa , said .",1
"As part of the reorganization , Kauko-Telko Ltd will be divided into Telko Ltd , Leipurin Ltd , Hamina Terminal Services Ltd and Kaukomarkkinat Ltd. .",0
The following information was released by Comptel : Tomorrow the Chairman of the Federal Communications Commission is scheduled to deliver the National Broadband Plan to Congress .,0
"Finnish industrial investor Panostaja Oyj OMX Helsinki : PNAAS OMX Helsinki : PNABS said on Friday 11 July that it has signed a deal to acquire the entire share capital of Kospa Oy , the manufacturer of waste disposal equipment .",1
`` The announced investment of the carmaker Hyundai for example sounds optimistically for us as of course new cars mean new tires . '',1
"Pretax loss totaled EUR 1.2 mn , down from a profit of EUR 2.1 mn in 2004 .",-1
"At some point in 2010 , all separate company names , such as Palmberg , Tekmanni , Lemcon , Forssan Betoni , Suonenjoen Betonituote , among others , will disappear .",0
"The total value of the agreement is USD4 .0 m , the company said .",0
"Goodwill and other intangible assets account for some 2.0 mln euro ( $ 2.6 mln ) of the purchase price , 20 pct of which payable in Aspo shares .",0
"The new apartment block is going up very close to the city center , explained Chairman of the Board of AS YIT Ehitus Priit Sauk .",0
`` The lowering of prices by us and by our competitors shows that the real estate market has stabilised and returned into balance and apartments are acquiring a fair price in the eyes of our clients .,1
"Finland 's Neste Oil has been awarded the Chemical Industry Federation of Finland 's Innovation Award for its NExBTL technology , which enables biodiesel to be produced from vegetable oil and animal fat .",1
Profit for the period fell to EUR 1.6 mn from EUR 7.5 mn in January-September 2008 .,-1
The order was worth EUR 8mn .,0
: Lietuvos Respublikos sveikatos apsaugos ministerija has awarded contract to UAB `` AFFECTO LIETUVA '' for financial systems software package .,1
"According to Aktia Asset Management , Finnish analysts ' forecasts for 2009 are still too high .",-1
This lays a foundation for sustainable business development for the long term .,0
The sale will lead to a pretax capital gain of EUR 22 million for the Finnish company in 2011 .,1
Satama and Trainers ' House will remain as names and independent brands of the business areas .,0
"In August-October 2010 , the company 's result before taxes totalled EUR 9.6 mn , up from EUR 0.5 mn in the corresponding period in 2009 .",1
The use case dramatically narrows if you go only with the hot s Ltd.,0
"Finnish drug distributor and wholesaler Oriola-KD Oyj said on October 11 , 2006 it named Anne Kariniemi vice president of its Logistics and Sourcing department as of January 15 , 2007 .",0
"The subject of the project is provide to the company like : Software programming and consultancy services , Computer-related services , Data services , Computer support and consultancy services , Internet services etc. .",0
"In January-November 2009 , the group 's sales totalled EUR 7,801.7 mn , which was a drop of 12.6 % from the same period of 2008 .",-1
com and possibly also through photo-msn .,0
"Los Angeles-based Pacific Office Properties Trust acquires , owns , and operates office properties in the western U.S. , focusing initially on the markets of Honolulu , San Diego , Los Angeles , and Phoenix .",0
"`` The implementation of these programs has had , and will have , negative impacts on 2006 and 2007 earnings , '' Mr Meiklejohn said .",-1
"Olvi , which controls a 94 percent stake in Ragutis through A. Le Coq , said in its annual report published earlier this year that the Lithuanian brewery 's sales reached 15.04 million euros last year , a rise of 20.4 percent from 12.49 million euros in 2004 .",1
The agreement is valid for four years .,0
"The business is organised , as of February 1 , 2011 , in a way that production of design services is combined into one entity , Etteplan Operations .",0
These savings will have full impact as of the beginning of 2007 .,0
"In April 2005 , Neste separated from its parent company , Finnish energy company Fortum , and became listed on the Helsinki Stock Exchange .",0
The company 's equipment rental portfolio consists primarily of tools for small and mid-sized customers in the construction industry .,0
The company negotiated an amendment to the financial covenants of the present credit agreements in regard to the situation on 30 September 2010 .,0
"Previously , Vaahto Pulp has supplied headboxes with rectifier roll and dilution control technology for Stora Enso 's mill in Imatra , eastern Finland .",0
Timo Penttila has been appointed new manager responsible for the asset management of Nordea 's institutional customers in Finland .,0
Sales in Finland rose by 3.9 % and international growth was 0.7 % .,1
Our Canned-preserved food in Finland report offers a comprehensive guide to the size and shape of the market at a national level .,0
"Later on , about 150 Finnish-made houses will be build in the area .",0
The robust growth was the result of the inclusion of clothing chain Lindex in the Group in December 2007 .,1
"TVO 's two-unit 1,740 MW Olkiluoto plant generated 14.2 TWh with an operating ratio across both reactors of 93.5 % , which the company described as `` high by international standards '' .",0
"Currently , the company uses eight similar reach stackers and four empty container handlers by Konecranes .",0
"Also , a seven-year historic analysis is provided for these markets .",0
"Tieto was looking for an energy solution which would best support the idea of sustainable development , and we were happy to be able to provide such a solution , saysJouni Haikarainen , Vice President , Fortum .",1
BioTie North-American licensing partner Somaxon Pharmaceuticals started a phase II-III clinical study in patients suffering from pathological gambling and a pilot phase II study in nicotine addiction smoking cessation .,0
"However , sales returned to growth in April-June 2010 , CEO Pekka Eloholma said .",1
Cameco typically prices sales contracts using a 40:60 ratio of fixed prices and spot prices .,0
"Initial estimated total value of the contract was 250 000 Euros , excluding VAT .",0
"Local government commissioner of +_m+_l , Kurt Svensson , says he will contact the management of Finnish company Componenta to find out if there are any alternatives to the company 's decision to close down its plant in +_m+_l .",0
This resulted in improved sales figures in Sweden .,1
The volumes are expected to increase during the next few years .,1
"In 2006 , TeliaSonera net sales were SEK 91 bn , EBITDA was SEK 32.266 bn , net income was SEK 19.28 bn .",0
"Under the transaction agreement , Metsaliitto will purchase 24.7 % of Metsa-Botnia 's shares from UPM and 3 % from M-real .",0
One attractive factor about the tablets for media companies is that they provide a new way of making money .,1
"Finnish construction company YIT Oyj said on November 13 , 2007 it won a 70 mln euro $ 102.8 mln contract to construct the new office building for local property company Tapiola Real Estate Oy .",1
All depends on financing .,0
Repeats sees 2008 operating profit down y-y ( Reporting by Helsinki Newsroom ) Keywords : TECNOMEN-RESULTS,-1
"The major part of the deliveries include different AC and CXE amplifier solutions and products by Belgian DINH Telecom , a broadband solutions company acquired by Teleste in the spring of 2007 .",0
"`` EB Tough VoIP was designed to fulfill the communications needs of military units , and we continue to strive towards achieving that goal , '' Mikko Viitaniemi , EB Elektrobit Defense Products , Wireless Solutions senior manager , said in a statement .",0
